id,sentiment,aspect,text
1632,positive,food,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house..."
710,neutral,food,"It's not mind-blowing, but to me, thai food never is and never will be."
911,conflict,food,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
3607,conflict,food,"Although, one night we went it was super cheesy, and another night it was less cheesy."
2903,positive,food,"i've been to sapphire twice and both times the food was fine, if not good."
1273,positive,food,I love the fact that the pizza tastes so good and is so cheap.
109,positive,food,"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil."
339,negative,food,The sushi was awful!
499,positive,food,"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience."
2589,negative,food,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.
3701,negative,food,"Late nite omelletes are not good here, there is no variety!"
381,positive,food,Everything at Sala Thai is tasty and well-portioned.
1032,positive,food,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
1780,conflict,food,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
3315,positive,food,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
3393,negative,food,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic."
257,neutral,food,The scallion pancakes and fried dumplings were nothing out of the ordinary.
813,positive,food,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!"
3343,negative,food,The food now is inconsistent.
2018,positive,food,I was pretty much full after our fondue appetizer.
3551,neutral,food,BE CAREFUL before you request extra spice.
2355,positive,food,The octopus eaters were floored by the Octopus salad.
3178,negative,food,We thought that this place is using too much of MSG cooking in the foods.
2211,negative,food,And the Tom Kha soup was pathetic.
2317,positive,food,I started out with a Bombay beer which was big enough for two.
2882,conflict,food,The sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.
1948,positive,food,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return."
2041,positive,food,The best thing I tasted were the lambchops.
1046,positive,food,it's delicious!
1656,positive,food,The spicy tuna and salmon are the best we've ever had.
3440,positive,food,"Even though its good seafood, the prices are too high."
870,positive,food,"In addition, the food is very good and the prices are reasonable."
3418,neutral,food,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices."
2141,positive,food,"Try the crunchy tuna, it is to die for."
1854,negative,food,It won't break the bank but I also wouldnt come back for the food.
3012,positive,food,"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side)."
2621,negative,food,"No refills on fountain drinks, though."
605,positive,food,Wow over 100 beers to choose from.
2017,positive,food,Be careful of portions - they're HUGE.
2974,positive,food,"The Steak Tartare is a great bet, they fix it for you at the table."
2456,negative,food,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.
520,neutral,food,Did I mention the wine?
3383,positive,food,"Plus, on Wednesday nights the house wine is unlimited!"
3411,positive,food,Even my Indian friend couldn't believe how good and tasty everything was.
2522,negative,food,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.
2386,neutral,food,The dim sum servings here are a bit larger than I'm used to.
717,negative,food,We won't go to this place again for a good meal.
1345,conflict,food,"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance."
3547,positive,food,Taj Mahal offeres gret value and great food.
3692,negative,food,"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars."
1209,positive,food,"Outstanding Bagels, but you get what you pay for."
443,positive,food,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
1439,negative,food,They even have a section in the menu called American Chinese food!
2741,positive,food,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared."
370,neutral,food,kalbi and nebbiolo do work together.
599,positive,food,"Best Italian food I ever had (and being Italian, that means alot)."
803,positive,food,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.
847,positive,food,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
3405,positive,food,I really loved the different and inovated touch that's the cheff gives to the food.
3702,negative,food,They came out over cooked and the cheese was almost non existant.
1911,positive,food,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good."
1000,positive,food,"The food is good, especially their more basic dishes, and the drinks are delicious."
3241,positive,food,But the main hit was the whole grilled fish.
280,positive,food,The food is delicious and beautifully prepared along with the friendly and personable service.
1729,positive,food,Pizza here is consistently good.
610,positive,food,We had a great tiem watching the shows and characters and ar food was just what we were looking for.
1429,negative,food,Sauce was watery and the food didn't have much flavor.
1855,positive,food,My husband and I enjoy Sangria.
3409,positive,food,"But after last night, Spice Grill is the only place I'm eating indian cuisine."
579,positive,food,We both opted for a pasta dish and they were served timely and fresh.
685,positive,food,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
428,positive,food,"In an area sadly lacking in decent Thai food, this is one of the best spots."
916,positive,food,The food was average or above including some surprising tasty dishes.
2194,negative,food,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.
1066,neutral,food,Other apetizers and food
127,positive,food,The noodle and rices dishes taste great.
427,positive,food,The food's as good as ever.
2298,positive,food,"The crust is thin, the ingredients are fresh and the staff is friendly."
3335,negative,food,"the food was undercooked-the sauce watery, and the vegetables raw."
2356,positive,food,And the fried clams had just enough kick to them to make 'em worth eating.
1199,negative,food,The sauces used are also not that exciting.
2444,positive,food,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.
340,negative,food,The rice was poor quality and was cooked so badly it was hard.
228,positive,food,We had champagne and caviar and felt like princesses!
651,positive,food,The shrimp scampi was excellent and the antipasti were plentiful.
2090,positive,food,"I got the $10 10-piece dim sum combo, every bite of which was great."
1949,positive,food,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!"
2887,positive,food,If you like spicy food get the chicken vindaloo.
2398,positive,food,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.
53,positive,food,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers."
1560,positive,food,And its absolutely DELICIOUS.
1760,conflict,food,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.
259,positive,food,This is my first time writing a review for a restaurant because the food and service was excellent.
1211,positive,food,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city."
1659,neutral,food,I have never before eaten 40 pieces of relatively good nigiri.
3086,positive,food,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck."
531,positive,food,Have frequented 'ino for several years and the food remains excellent.
450,positive,food,"Their eggplant is so delicate, sweet tender!"
3263,positive,food,"Each bite of food at Kai was indeed delicious, fresh, and elegant."
2939,positive,food,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.
2606,positive,food,My friend got the mushroom pizza which tasted better.
2019,conflict,food,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries)."
1731,negative,food,You should pass on the calamari.
2791,negative,food,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
3261,positive,food,Try the spicy wontons and the salt pepper shrimps.
1586,positive,food,THE FOOD PORTIONS ARE REALLY LARGE.
1893,positive,food,The fries are yummy.
2290,positive,food,Best Taiwanese food in NY!
736,positive,food,This place is a great stop for great food.
2784,positive,food,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.
2118,negative,food,"they were dry and disgusting, i didn't even finish my first piece."
3455,positive,food,"All of it was simply amazing, unique and tasty and best of all it didn't break the bank."
3508,positive,food,"Great wine list, reasonably priced.--Sara"
1541,negative,food,The hot dogs were cold in the middle and the buns were stale.
1037,positive,food,"While the food was excellent, it wasn't cheap (though not extremely expensive either)."
2288,positive,food,Beef noodle soup is good as well.
1386,positive,food,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine."
438,conflict,food,They pray to their Food Gods to make them into a good pizza like VT's.
3246,positive,food,.the best I've found outside of the Chinatown masters.
3621,positive,food,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
3489,positive,food,"As much as I like the food there, I can't bring myself to go back."
3600,negative,food,It looked like shredded cheese partly done - still in strips.
1183,positive,food,The soup is pretty good too.
857,positive,food,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.
662,positive,food,I always get the Shabu-Shabu dinner and the beef is always fresh.
3599,negative,food,The pizza was delivered cold and the cheese wasn't even fully melted!
502,positive,food,We were very surprised by how good the food was on our first visit here on a Sunday night.
981,positive,food,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1987,negative,food,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
3626,negative,food,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC."
1094,positive,food,The food is amazing!!!!
2881,positive,food,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues."
285,negative,food,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic."
700,positive,food,"For the price, you cannot eat this well in Manhattan."
1493,positive,food,"The owner is very friendly and a great guy, go try his pizza, you'll like it!"
953,negative,food,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
405,positive,food,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose."
3141,positive,food,The service is a little scatty at times but all is forgiven when the food arrives.
466,conflict,food,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen."
487,positive,food,The pickles were great addition.
1434,negative,food,"If your favorite Chinese food is General Tao chicken, then this is NOT your place."
3410,positive,food,You must try the shrimp appetizers.
1050,positive,food,"Not only is the cuisine the best around, the service has always been attentive and charming."
1991,positive,food,"The production is a symphony, alot of fun to experience.The food sublime for the most part."
2035,negative,food,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
2294,positive,food,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.
3605,positive,food,"Interesting selection, good wines, service fine, fun decor."
2767,positive,food,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
3327,neutral,food,The food at this place is 'gourmet' Indian cuisine.
483,positive,food,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it."
359,positive,food,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT."
342,conflict,food,"The fish was adequate, but inexpertly sliced."
767,negative,food,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount."
3157,positive,food,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.
2123,positive,food,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full."
2888,neutral,food,It's very spicy but not offensive.
408,positive,food,The rice to fish ration was also good--they didn't try to overpack the rice.
3703,neutral,food,They used shredded cheese on top!
529,positive,food,The food is great and they have a good selecion of wines at reasonable prices.
2554,positive,food,I couldn't reccommend their Godmother pizza any higher.
1412,positive,food,"I am not a vegetarian but, almost all the dishes were great."
2251,positive,food,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!
2284,neutral,food,The food is okay and the prices here are mediocre.
3531,negative,food,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).
2654,negative,food,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.
1869,positive,food,I would like to return and try some of the other menu items when I don't have to rush off to a show.
550,positive,food,"We have been to this place many times, and always have great food, wine, and service."
3243,neutral,food,"Hopefully next time, I will save room for dessert."
2316,positive,food,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner."
486,positive,food,The corned beef was tender and melted in my mouth.
3469,positive,food,"The best Chicken pad tai, I've ever had."
2578,positive,food,Over 100 different choices to create your own.
3205,positive,food,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
82,positive,food,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience."
1176,positive,food,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!"
40,negative,food,"My turkey burger was not cooked at all, my friends salmon was completely raw."
1111,positive,food,"His drinks are very inventive, delicious and classy."
2622,positive,food,"Great food, great prices, great service."
1279,positive,food,Awsome Pizza especially the Margheritta slice.
2495,positive,food,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average."
3040,positive,food,"Try ordering from the regular menu, then you would not regret!"
3454,positive,food,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner."
3248,negative,food,"The crispy chicken wasn't for us, though."
3291,positive,food,Food is great.
3190,positive,food,There is a lot of variety even for people who eat vegetarian like me.
2693,positive,food,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!
3676,positive,food,"The wine is always good, the tapas are always yummy, especially with the warm pita bread."
1006,negative,food,I've been to several places for Dim Sum and this has got to be the WORST.
3460,positive,food,"The freshest, best variety, and the fastest delivery."
1621,positive,food,Go to Volare for 1st class service and terrific food.
1089,negative,food,"The sandwiches are dry, tasteless and way overpriced."
663,positive,food,The fried rice is really good too.
2187,positive,food,The drinks are always welll made and wine selection is fairly priced.
3639,positive,food,We also had shared a house salad that was fresh.
297,negative,food,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.
2964,positive,food,Not a small feat for good french food in the area.
28,positive,food,Food was average but tasty.
1874,negative,food,"The entree was bland and small, dessert was not inspired."
2924,conflict,food,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
2414,conflict,food,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places."
2218,positive,food,Delicious food at a great price but do not go here on a cold day and sit by the front door.
1436,positive,food,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu)."
3496,negative,food,Pizza was a little soggy.
3084,positive,food,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers."
3033,negative,food,The Singapore Mai Fun had NO curry flavor whatsoever.
699,positive,food,The wine list is interesting and has many good values.
1370,negative,food,I'm still mad that i had to pay for lousy food.
3334,positive,food,Definite go if you're used to good Indian restaurant food from abroad.
2297,positive,food,"By far, the best pizza in Manhattan."
1353,positive,food,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
2538,positive,food,"The food is mostly made from scratch, fresh and well prepared."
2071,positive,food,Try the sea bass.
1645,positive,food,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.
765,neutral,food,Sushi wasn't anything spectacular for the price.
1040,positive,food,"So, for good food i'd recommend it, but not for a fun night out."
2278,conflict,food,The menu choices are similar but the taste lacked more flavor than it looked.
1324,positive,food,A must for all the Dosa lovers.
1477,positive,food,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people."
3059,negative,food,The appetizers are just OK and the main courses were decidedly subpar.
2365,negative,food,Someone else recommended the dessert - we also left that.
264,positive,food,The exotic food is beautifully presented and is a delight in delicious combinations.
731,positive,food,"Try the mediterranean salad, it is a true experience for your taste buds!!"
1069,positive,food,The cream cheeses are out of this world and I love that coffee!!
3118,positive,food,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple."
1382,negative,food,It was not above ordinary and the beef version had cheap (undercooked) beef.
1128,conflict,food,"It was nice and fresh, but I can't give it high scores on being authentic thai."
2646,positive,food,"Only wine and beer are served, but the house varities are actually quite good."
3223,positive,food,My mouth starts to water merely thinking about the delight that is this restaurant.
3434,positive,food,"Oh, and the complimentary pudding dessert was just enough- yummy!"
2064,positive,food,we split a tasty vegetable samosa and the malai tikka wrap.
1191,negative,food,Knowledge of the chef and the waitress are below average.
1673,positive,food,Decent wine selection too.
2637,positive,food,I have to say I have never had a disapointing meal here.
2605,conflict,food,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
1415,negative,food,"Disappointing food, lousy service."
1945,positive,food,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
612,positive,food,great place to go for a drink too because they have 100 kinds of beer.
2916,negative,food,"Over price, and small portions ."
859,positive,food,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
750,positive,food,The food was well prepared and the service impecable.
2645,positive,food,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here."
2453,negative,food,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me."
2193,negative,food,But the thai is definitely not great -- bland and indistinguished.
1660,neutral,food,Stuffing yourself with Japanese food is a rare thing.
2855,positive,food,While the food was good (certainly no Il Mulino) the service was horrendous.
1608,positive,food,Great pizza for lunch place.
835,positive,food,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.
2808,positive,food,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
2183,positive,food,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken."
287,positive,food,Best dish is nori-wrapped tuna.
814,positive,food,The food was absolutely amazing!!
2413,negative,food,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing."
3435,positive,food,Mermaid Inn is an overall good restaurant with really good seafood.
2036,negative,food,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste."
2101,negative,food,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.
1822,positive,food,All of the pizzas are terrific and the price is even better!
2537,negative,food,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine."
1594,positive,food,The food was good too.
3004,positive,food,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US."
1327,positive,food,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.
2681,positive,food,The white bean brushetta to start was incredible and the pasta was phenomenal.
3361,conflict,food,The rest of the menu is limited by everything is good eats.
789,negative,food,The menu is nothing like the one on the website.
782,positive,food,"Great food, great lay out and awesome service."
655,positive,food,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.
132,positive,food,"They have it all -- great price, food, and service."
3382,positive,food,"The flavors are great, and the menu is extensive."
2850,positive,food,"The food was amazing, the service was so attentive and personable, and how about that ambience!"
978,positive,food,The food has been consistant for years and it never lets you down.
1029,positive,food,I found the variety of the sashimi plate to be satisfying - fresh and yummy.
1017,positive,food,sometimes i get good food and ok service.
757,neutral,food,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks."
472,negative,food,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like."
2223,positive,food,The food was spicy and delicious.
1035,positive,food,A little overpriced but worth it once you take a bite.
1140,negative,food,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari."
2337,neutral,food,Dahkin also offers prix fixe lunch and buffet.
2818,positive,food,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
1216,positive,food,Great place to grab a hot bagel on the way to work.
3530,negative,food,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red)."
1304,neutral,food,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off."
1856,positive,food,We were looking forward to nice glass of Sangria when we arrived.
1335,positive,food,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse."
2944,positive,food,We've been to Grocery three times and not once has an item on the menu disappointed.
3298,conflict,food,"The food is very good too but for the most part, it's just regular food, nothing special."
1344,positive,food,A touch more jalapeno heat for contrast and it would have been very good indeed.
1381,neutral,food,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.
2702,conflict,food,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared."
1363,neutral,food,This food is asian-air fusion.
1065,positive,food,Nothing fancy but really good food with pretty reasonable price.
2137,positive,food,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
2884,conflict,food,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window."
233,positive,food,Service was good and food is wonderful.
960,positive,food,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal
3555,positive,food,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago."
1095,positive,food,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!
696,positive,food,"I have eaten at Saul, many times, the food is always consistently, outrageously good."
62,positive,food,(Always ask the bartender for the SEASONAL beer!!!
211,neutral,food,Service and food is what any one would expect when spending that type of money.
801,positive,food,Every course was better than the next.
1240,positive,food,"Apparently, the good cook works then."
1787,positive,food,The Yellowtail was particularly good as well.
2349,positive,food,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.
2485,negative,food,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor."
3002,positive,food,"More important, the sushi rivals the best in Tokyo."
2616,positive,food,I have never had cheescake like this.
1343,positive,food,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness."
348,positive,food,Great sushi experience.
1956,positive,food,"If you're looking for a great meal at a decent price, go to Del Frisco's!"
2990,negative,food,My steak au poivre was one of the worst I've had.
142,positive,food,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread."
2768,positive,food,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
812,positive,food,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).
218,positive,food,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
1204,conflict,food,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull."
2094,positive,food,Tasty but expensive.
1606,positive,food,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand."
300,positive,food,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!
2079,positive,food,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1424,positive,food,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy."
1294,negative,food,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.
1393,conflict,food,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.
1213,negative,food,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.
2262,positive,food,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!"
1117,positive,food,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate."
306,positive,food,The banana tower is an amazing dessert as well.
94,positive,food,"Excellent atmosphere, delicious dishes good and friendly service."
1015,positive,food,A cool place to hang with your friends for a couple of healthy drinks and desserts.
2422,conflict,food,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down."
2793,negative,food,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.
2332,positive,food,Great food and the prices are very reasonable.
215,conflict,food,Wine list is not huge but def well selected.
58,positive,food,"A cool bar with great food, and tons of excellent beer."
536,positive,food,"Be sure to try the seasonal, and always delicious, specials."
2961,positive,food,"Fresh, authentic, french cuisine in substantial portions."
2085,positive,food,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.
505,positive,food,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it."
1595,positive,food,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.
2150,positive,food,Good drink.
2443,positive,food,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom."
255,negative,food,My chow fun and chow see was really bland and oily.
315,positive,food,"I didn't take a look at the rest menu, but the oysters were fantastic."
3282,negative,food,The grilled cheese at home afterwards was better.!!
666,positive,food,"Great service, great food."
1910,positive,food,"The food is expensive, but worth every bite."
1018,conflict,food,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
2458,positive,food,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar..."
3228,positive,food,"If you love seafood, you would love this place!"
2333,positive,food,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.
2028,positive,food,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night."
343,negative,food,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.
165,neutral,food,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers."
1947,positive,food,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!"
1929,positive,food,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
2797,positive,food,it's the only place you can get yummy authentic japanese comfort food.
654,positive,food,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.
2125,positive,food,"Largest and freshest pieces of sushi, and delicious!"
3371,positive,food,Even the pasta is delicious here (a rarity in New York pizza restaurants).
2115,negative,food,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
1546,conflict,food,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful."
3505,positive,food,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers."
1747,positive,food,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
1481,positive,food,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's."
1767,positive,food,Fish is so very fresh.
634,positive,food,The prices were CHEAP compared to the quality of service and food.
968,positive,food,"Top spot in town for Vietnamese classics, better than places that cost a lot more."
2136,positive,food,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
2597,positive,food,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
715,negative,food,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
2160,positive,food,They have a huge selection of different cream cheeses and all of their salads are great.
3437,positive,food,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.
939,positive,food,The food was authentic.
3140,positive,food,The dim sum is delectable while the prices are quite easy on the wallet.
1714,positive,food,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at."
256,negative,food,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
764,negative,food,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.
3198,positive,food,We had Pam's special fried fish and it was amazing.
